eventdate,season,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,score1,score2
12/17/2017,2017,OAK,DAL,1482.575,1550.404,0.495927928,0.504072072,1468.842,1564.137,17,20
12/18/2017,2017,TB,ATL,1432.05,1628.896,0.318870887,0.681129113,1423.709,1637.237,21,24
12/23/2017,2017,BAL,IND,1572.141,1343.453,0.844303544,0.155696456,1577.853,1337.74,23,16
12/23/2017,2017,GB,MIN,1498.97,1639.35,0.393189703,0.606810297,1477.428,1660.892,0,16
12/24/2017,2017,WSH,DEN,1460.952,1453.857,0.602289385,0.397710615,1482.773,1432.036,27,11
12/24/2017,2017,NYJ,LAC,1418.632,1530.451,0.43302674,0.56697326,1400.998,1548.084,7,14
12/24/2017,2017,TEN,LAR,1482.663,1617.036,0.401470568,0.598529432,1470.136,1629.564,23,27
12/24/2017,2017,CHI,CLE,1410.881,1210.774,0.821432119,0.178567881,1420.094,1201.561,20,3
12/24/2017,2017,CAR,TB,1598.671,1423.709,0.799204945,0.200795055,1603.691,1418.69,22,19
12/24/2017,2017,NE,BUF,1723.191,1506.323,0.835147739,0.164852261,1732.224,1497.289,37,16
12/24/2017,2017,CIN,DET,1403.421,1538.968,0.399847581,0.600152419,1431.975,1510.414,26,17
12/24/2017,2017,KC,MIA,1593.83,1454.657,0.764104417,0.235895583,1606.062,1442.425,29,13
12/24/2017,2017,NO,ATL,1638.875,1637.237,0.594740784,0.405259216,1657.739,1618.373,23,13
12/24/2017,2017,SF,JAX,1352.818,1571.091,0.292699321,0.707300679,1390.602,1533.307,44,33
12/24/2017,2017,ARI,NYG,1435.265,1355.025,0.697636528,0.302363472,1453.294,1336.997,23,0
12/24/2017,2017,DAL,SEA,1564.137,1554.37,0.605967461,0.394032539,1535.249,1583.257,12,21
12/25/2017,2017,HOU,PIT,1378.495,1648.582,0.234948728,0.765051272,1364.021,1663.056,6,34
12/25/2017,2017,PHI,OAK,1672.671,1468.842,0.824553139,0.175446861,1679.871,1461.642,19,10
12/31/2017,2017,IND,HOU,1337.74,1364.021,0.555491274,0.444508726,1357.857,1343.905,22,13
12/31/2017,2017,PIT,CLE,1663.056,1201.561,0.953943865,0.046056135,1664.252,1200.365,28,24
12/31/2017,2017,DET,GB,1510.414,1477.428,0.637389833,0.362610167,1532.763,1455.079,35,11
12/31/2017,2017,MIN,CHI,1660.892,1420.094,0.853249187,0.146750813,1667.692,1413.293,23,10
12/31/2017,2017,NE,NYJ,1732.224,1400.998,0.907279772,0.092720228,1737.009,1396.214,26,6
12/31/2017,2017,PHI,DAL,1679.871,1535.249,0.769711459,0.230288541,1646.761,1568.36,0,6
12/31/2017,2017,NYG,WSH,1336.997,1482.773,0.385804249,0.614195751,1365.016,1454.754,18,10
12/31/2017,2017,LAR,SF,1629.564,1390.602,0.851920681,0.148079319,1568.454,1451.712,13,34
12/31/2017,2017,DEN,KC,1432.036,1606.062,0.348054316,0.651945684,1422.841,1615.256,24,27
12/31/2017,2017,ATL,CAR,1618.373,1603.691,0.612702887,0.387297113,1637.547,1584.518,22,10
12/31/2017,2017,SEA,ARI,1583.257,1453.294,0.754415257,0.245584743,1565.069,1471.482,24,26
12/31/2017,2017,LAC,OAK,1548.084,1461.642,0.705114108,0.294885892,1564.884,1444.843,30,10
12/31/2017,2017,TB,NO,1418.69,1657.739,0.268565996,0.731434004,1451.722,1624.706,31,24
12/31/2017,2017,TEN,JAX,1470.136,1533.307,0.502631339,0.497368661,1487.944,1515.499,15,10
12/31/2017,2017,BAL,CIN,1577.853,1431.975,0.770991117,0.229008883,1550.405,1459.423,27,31
12/31/2017,2017,MIA,BUF,1442.425,1497.289,0.514582432,0.485417568,1422.306,1517.409,16,22
1/6/2018,2017,KC,TEN,1615.256,1487.944,0.751576261,0.248423739,1603.839,1499.361,21,22
1/6/2018,2017,LAR,ATL,1568.454,1637.547,0.494110577,0.505889423,1542.423,1663.578,13,26
1/7/2018,2017,JAX,BUF,1515.499,1517.409,0.589808859,0.410191141,1532.082,1500.825,10,3
1/7/2018,2017,NO,CAR,1624.706,1584.518,0.646917202,0.353082798,1636.782,1572.442,31,26
1/13/2018,2017,PHI,ATL,1646.761,1663.578,0.568898925,0.431101075,1661.878,1648.461,15,10
1/13/2018,2017,NE,TEN,1737.009,1499.361,0.850963552,0.149036448,1745.108,1491.262,35,14
1/14/2018,2017,PIT,JAX,1664.252,1532.082,0.756760106,0.243239894,1641.204,1555.13,42,45
1/14/2018,2017,MIN,NO,1667.692,1636.782,0.634623666,0.365376334,1680.239,1624.236,29,24
1/21/2018,2017,NE,JAX,1745.108,1555.13,0.812718473,0.187281527,1750.51,1549.728,24,20
1/21/2018,2017,PHI,MIN,1661.878,1680.239,0.566719328,0.433280672,1691.287,1650.829,38,7
2/4/2018,2017,NE,PHI,1750.51,1691.287,0.584412562,0.415587438,1724.118,1717.679,33,41
9/6/2018,2018,PHI,ATL,1646.786,1600.64,0.654709871,0.345290129,1659.578,1587.849,18,12
9/9/2018,2018,NE,HOU,1651.079,1397.603,0.862153315,0.137846685,1656.087,1392.595,27,20
9/9/2018,2018,IND,CIN,1406.904,1474.615,0.496098809,0.503901191,1382.28,1499.24,23,34
9/9/2018,2018,CLE,PIT,1301.91,1595.803,0.211215753,0.788784247,1310.718,1586.995,21,21
9/9/2018,2018,NYG,JAX,1411.677,1534.818,0.41710089,0.58289911,1397.115,1549.38,15,20
9/9/2018,2018,MIN,SF,1602.22,1469.474,0.757369642,0.242630358,1612.002,1459.692,24,16
9/9/2018,2018,NO,TB,1584.49,1469.482,0.738118718,0.261881282,1549.164,1504.808,40,48
9/9/2018,2018,MIA,TEN,1449.871,1495.841,0.527358029,0.472641971,1469.359,1476.353,27,20
9/9/2018,2018,BAL,BUF,1535.27,1502.217,0.6374796,0.3625204,1561.692,1475.794,47,3
9/9/2018,2018,LAC,KC,1544.923,1570.893,0.555933397,0.444066603,1517.78,1598.036,28,38
9/9/2018,2018,DEN,SEA,1450.228,1545.046,0.457192716,0.542807284,1465.484,1529.79,27,24
9/9/2018,2018,ARI,WSH,1482.654,1471.502,0.60786968,0.39213032,1445.574,1508.583,6,24
9/9/2018,2018,CAR,DAL,1549.961,1547.24,0.596243543,0.403756457,1567.174,1530.027,16,8
9/9/2018,2018,GB,CHI,1471.72,1443.862,0.630539239,0.369460761,1476.634,1438.948,24,23
9/10/2018,2018,DET,NYJ,1523.508,1432.476,0.710578747,0.289421253,1470.495,1485.489,17,48
9/10/2018,2018,OAK,LAR,1464.895,1529.949,0.499923274,0.500076726,1434.456,1560.388,13,33
9/13/2018,2018,CIN,BAL,1499.24,1561.692,0.503666471,0.496333529,1523.878,1537.054,34,23
9/16/2018,2018,TB,PHI,1504.808,1659.578,0.373611051,0.626388949,1530.223,1634.163,27,21
9/16/2018,2018,PIT,KC,1586.995,1598.036,0.577036052,0.422963948,1565.797,1619.234,37,42
9/16/2018,2018,GB,MIN,1476.634,1612.002,0.400094052,0.599905948,1479.681,1608.956,29,29
9/16/2018,2018,WSH,IND,1508.583,1382.28,0.75049032,0.24950968,1466.417,1424.446,9,21
9/16/2018,2018,NO,CLE,1549.164,1310.718,0.851545599,0.148454401,1552.781,1307.101,21,18
9/16/2018,2018,ATL,CAR,1587.849,1567.174,0.620855306,0.379144694,1603.026,1551.997,31,24
9/16/2018,2018,BUF,LAC,1475.794,1517.78,0.533072525,0.466927475,1449.022,1544.552,20,31
9/16/2018,2018,NYJ,MIA,1485.489,1469.359,0.614679484,0.385320516,1457.443,1497.405,12,20
9/16/2018,2018,TEN,HOU,1476.353,1392.595,0.701890828,0.298109172,1484.095,1384.854,20,17
9/16/2018,2018,SF,DET,1459.692,1470.495,0.577368585,0.422631415,1471.128,1459.059,30,27
9/16/2018,2018,LAR,ARI,1560.388,1445.574,0.737902312,0.262097688,1577.617,1428.345,34,0
9/16/2018,2018,JAX,NE,1549.38,1656.087,0.440266678,0.559733322,1577.736,1627.731,31,20
9/16/2018,2018,DEN,OAK,1465.484,1434.456,0.634781609,0.365218391,1470.335,1429.604,20,19
9/16/2018,2018,DAL,NYG,1530.027,1397.115,0.75754541,0.24245459,1539.278,1387.864,20,13
9/17/2018,2018,CHI,SEA,1438.948,1529.79,0.462879101,0.537120899,1461.551,1507.186,24,17
9/20/2018,2018,CLE,NYJ,1307.101,1457.443,0.379594007,0.620405993,1327.877,1436.667,21,17
9/23/2018,2018,JAX,TEN,1577.736,1484.095,0.713656404,0.286343596,1556.411,1505.419,6,9
9/23/2018,2018,KC,SF,1619.234,1471.128,0.773247049,0.226752951,1629.508,1460.854,38,27
9/23/2018,2018,MIN,BUF,1608.956,1449.022,0.784962561,0.215037439,1554.902,1503.075,6,27
9/23/2018,2018,WSH,GB,1466.417,1479.681,0.573908063,0.426091937,1488.964,1457.134,31,17
9/23/2018,2018,HOU,NYG,1384.854,1387.864,0.588275097,0.411724903,1363.161,1409.556,22,27
9/23/2018,2018,PHI,IND,1634.163,1424.446,0.829402982,0.170597018,1639.045,1419.564,20,16
9/23/2018,2018,MIA,OAK,1497.405,1429.604,0.682321334,0.317678666,1510.57,1416.439,28,20
9/23/2018,2018,BAL,DEN,1537.054,1470.335,0.680969969,0.319030031,1552.942,1454.448,27,14
9/23/2018,2018,ATL,NO,1603.026,1552.781,0.660024622,0.339975378,1575.919,1579.888,37,43
9/23/2018,2018,CAR,CIN,1551.997,1523.878,0.630889686,0.369110314,1568.98,1506.895,31,21
9/23/2018,2018,LAR,LAC,1577.617,1544.552,0.637494697,0.362505303,1595.42,1526.75,35,23
9/23/2018,2018,SEA,DAL,1507.186,1539.278,0.547217146,0.452782854,1529.357,1517.107,24,13
9/23/2018,2018,ARI,CHI,1428.345,1461.551,0.545627811,0.454372189,1416.181,1473.716,14,16
9/23/2018,2018,DET,NE,1459.059,1627.731,0.355079152,0.644920848,1497.41,1589.38,26,10
9/24/2018,2018,TB,PIT,1530.223,1565.797,0.542246521,0.457753479,1514.985,1581.035,27,30
9/27/2018,2018,LAR,MIN,1595.42,1554.902,0.647349874,0.352650126,1609.415,1540.907,38,31
9/30/2018,2018,TEN,PHI,1505.419,1639.045,0.402504688,0.597495312,1522.519,1621.945,26,23
9/30/2018,2018,DAL,DET,1517.107,1497.41,0.619530333,0.380469667,1525.157,1489.36,26,24
9/30/2018,2018,CHI,TB,1473.716,1514.985,0.534098176,0.465901824,1507.489,1481.212,48,10
9/30/2018,2018,NE,MIA,1589.38,1510.57,0.695897335,0.304102665,1609.166,1490.785,38,7
9/30/2018,2018,GB,BUF,1457.134,1503.075,0.527399899,0.472600101,1486.516,1473.693,22,0
9/30/2018,2018,JAX,NYJ,1556.411,1436.667,0.743353602,0.256646398,1570.597,1422.481,31,12
9/30/2018,2018,IND,HOU,1419.564,1363.161,0.667932338,0.332067662,1399.963,1382.762,34,37
9/30/2018,2018,ATL,CIN,1575.919,1506.895,0.683845352,0.316154648,1565.824,1516.991,36,37
9/30/2018,2018,OAK,CLE,1416.439,1327.877,0.707645281,0.292354719,1424.016,1320.3,45,42
9/30/2018,2018,ARI,SEA,1416.181,1529.357,0.431110534,0.568889466,1404.484,1541.053,17,20
9/30/2018,2018,NYG,NO,1409.556,1579.888,0.352895659,0.647104341,1390.882,1598.562,18,33
9/30/2018,2018,LAC,SF,1526.75,1460.854,0.679940603,0.320059397,1533.387,1454.216,29,27
9/30/2018,2018,PIT,BAL,1581.035,1552.942,0.630856107,0.369143893,1547.243,1586.734,14,26
10/1/2018,2018,DEN,KC,1454.448,1629.508,0.346704816,0.653295184,1443.82,1640.136,23,27
10/4/2018,2018,NE,IND,1609.166,1399.963,0.828982906,0.171017094,1617.402,1391.727,38,24
10/7/2018,2018,CAR,NYG,1568.98,1390.882,0.802086564,0.197913436,1572.896,1386.966,33,31
10/7/2018,2018,NYJ,DEN,1422.481,1443.82,0.562505797,0.437494203,1447.744,1418.557,34,16
10/7/2018,2018,CIN,MIA,1516.991,1490.785,0.628321637,0.371678363,1534.106,1473.669,27,17
10/7/2018,2018,CLE,BAL,1320.3,1586.734,0.238749426,0.761250574,1343.533,1563.5,12,9
10/7/2018,2018,DET,GB,1489.36,1486.516,0.596413535,0.403586465,1506.565,1469.311,31,23
10/7/2018,2018,BUF,TEN,1473.693,1522.519,0.523259593,0.476740407,1480.254,1515.958,13,12
10/7/2018,2018,PIT,ATL,1547.243,1565.824,0.566408328,0.433591672,1574.58,1538.487,41,17
10/7/2018,2018,KC,JAX,1640.136,1570.597,0.684486954,0.315513046,1656.984,1553.749,30,14
10/7/2018,2018,LAC,OAK,1533.387,1424.016,0.731797898,0.268202102,1547.469,1409.934,26,10
10/7/2018,2018,SEA,LAR,1541.053,1609.415,0.495162547,0.504837453,1530.19,1620.278,31,33
10/7/2018,2018,PHI,MIN,1621.945,1540.907,0.698605433,0.301394567,1605.504,1557.348,21,23
10/7/2018,2018,SF,ARI,1454.216,1404.484,0.65936153,0.34063847,1420.855,1437.846,18,28
10/7/2018,2018,HOU,DAL,1382.762,1525.157,0.390426272,0.609573728,1400.279,1507.64,19,16
10/8/2018,2018,NO,WSH,1598.562,1488.964,0.732053912,0.267946088,1614.544,1472.983,43,19
10/11/2018,2018,NYG,PHI,1386.966,1605.504,0.292383385,0.707616615,1370.07,1622.4,13,34
10/14/2018,2018,NYJ,IND,1447.744,1391.727,0.667439405,0.332560595,1461.596,1377.875,42,34
10/14/2018,2018,CLE,LAC,1343.533,1547.469,0.310073371,0.689926629,1324.757,1566.245,14,38
10/14/2018,2018,MIN,ARI,1557.348,1437.846,0.743088221,0.256911779,1568.716,1426.478,27,17
10/14/2018,2018,WSH,CAR,1472.983,1572.896,0.449923828,0.550076172,1494.736,1551.143,23,17
10/14/2018,2018,OAK,SEA,1409.934,1530.19,0.33353306,0.66646694,1389.575,1550.549,3,27
10/14/2018,2018,CIN,PIT,1534.106,1574.58,0.535237231,0.464762769,1511.595,1597.091,21,28
10/14/2018,2018,HOU,BUF,1400.279,1480.254,0.478463243,0.521536757,1422.118,1458.415,20,13
10/14/2018,2018,MIA,CHI,1473.669,1507.489,0.544752213,0.455247787,1486.115,1495.043,31,28
10/14/2018,2018,ATL,TB,1538.487,1481.212,0.669045029,0.330954971,1549.722,1469.977,34,29
10/14/2018,2018,DEN,LAR,1418.557,1620.278,0.312807252,0.687192748,1410.392,1628.444,20,23
10/14/2018,2018,TEN,BAL,1515.958,1563.5,0.525102995,0.474897005,1483.236,1596.222,0,21
10/14/2018,2018,DAL,JAX,1507.64,1553.749,0.527159347,0.472840653,1540.704,1520.685,40,7
10/14/2018,2018,NE,KC,1617.402,1656.984,0.536513615,0.463486385,1630.105,1644.28,43,40
10/15/2018,2018,GB,SF,1469.311,1420.855,0.657710309,0.342289691,1478.336,1411.83,33,30
10/18/2018,2018,ARI,DEN,1426.478,1410.392,0.614618508,0.385381492,1380.742,1456.128,10,45
10/21/2018,2018,LAC,TEN,1566.245,1483.236,0.617236584,0.382763416,1571.358,1478.123,20,19
10/21/2018,2018,TB,CLE,1469.977,1324.757,0.770320531,0.229679469,1475.79,1318.945,26,23
10/21/2018,2018,IND,BUF,1377.875,1458.415,0.477650896,0.522349104,1414.663,1421.627,37,5
10/21/2018,2018,MIA,DET,1486.115,1506.565,0.563763586,0.436236414,1457.518,1535.162,21,32
10/21/2018,2018,CHI,NE,1495.043,1630.105,0.400517216,0.599482784,1478.9,1646.248,31,38
10/21/2018,2018,PHI,CAR,1622.4,1551.143,0.686619106,0.313380894,1598.84,1574.704,17,21
10/21/2018,2018,JAX,HOU,1520.685,1422.118,0.719415718,0.280584282,1479.663,1463.14,7,20
10/21/2018,2018,NYJ,MIN,1461.596,1568.716,0.439679849,0.560320151,1435.326,1594.985,17,37
10/21/2018,2018,BAL,NO,1596.222,1614.544,0.566774467,0.433225533,1588.195,1622.571,23,24
10/21/2018,2018,WSH,DAL,1494.736,1540.704,0.527361657,0.472638343,1507.728,1527.712,20,17
10/21/2018,2018,SF,LAR,1411.83,1628.444,0.294680547,0.705319453,1393.077,1647.197,10,39
10/21/2018,2018,KC,CIN,1644.28,1511.595,0.757306184,0.242693816,1660.24,1495.635,45,10
10/22/2018,2018,ATL,NYG,1549.722,1370.07,0.803502964,0.196497036,1554.625,1365.167,23,20
10/25/2018,2018,HOU,MIA,1463.14,1457.518,0.600255575,0.399744425,1486.345,1434.312,42,23
10/28/2018,2018,JAX,PHI,1479.663,1598.84,0.334915756,0.665084244,1467.299,1611.204,18,24
10/28/2018,2018,CHI,NYJ,1478.9,1435.326,0.651354936,0.348645064,1496.895,1417.332,24,10
10/28/2018,2018,DET,SEA,1535.162,1550.549,0.570917166,0.429082834,1503.527,1582.184,14,28
10/28/2018,2018,PIT,CLE,1597.091,1318.945,0.878180108,0.121819892,1602.934,1313.101,33,18
10/28/2018,2018,CIN,TB,1495.635,1475.79,0.619731918,0.380268082,1505.787,1465.638,37,34
10/28/2018,2018,NYG,WSH,1365.167,1507.728,0.390198987,0.609801013,1349.492,1523.403,13,20
10/28/2018,2018,KC,DEN,1660.24,1456.128,0.824788827,0.175211173,1666.733,1449.635,30,23
10/28/2018,2018,CAR,BAL,1574.704,1588.195,0.573589008,0.426410992,1597.808,1565.09,36,21
10/28/2018,2018,OAK,IND,1389.575,1414.663,0.557187154,0.442812846,1358.84,1445.398,28,42
10/28/2018,2018,LAR,GB,1647.197,1478.336,0.793509352,0.206490648,1651.298,1474.235,29,27
10/28/2018,2018,ARI,SF,1380.742,1393.077,0.575216501,0.424783499,1392.244,1381.575,18,15
10/28/2018,2018,MIN,NO,1594.985,1622.571,0.553635907,0.446364093,1567.975,1649.582,20,30
10/29/2018,2018,BUF,NE,1421.627,1646.248,0.285191792,0.714808208,1405.696,1662.18,6,25
11/1/2018,2018,SF,OAK,1381.575,1358.84,0.623643763,0.376356237,1406.661,1333.753,34,3
11/4/2018,2018,WSH,ATL,1523.403,1554.625,0.548457638,0.451542362,1487.544,1590.484,14,38
11/4/2018,2018,MIN,DET,1567.975,1503.527,0.678122787,0.321877213,1584.831,1486.67,24,9
11/4/2018,2018,CLE,KC,1313.101,1666.733,0.159561049,0.840438951,1305.108,1674.725,21,37
11/4/2018,2018,BUF,CHI,1405.696,1496.895,0.462367825,0.537632175,1373.743,1528.848,9,41
11/4/2018,2018,CAR,TB,1597.808,1465.638,0.756760768,0.243239232,1609.898,1453.547,42,28
11/4/2018,2018,MIA,NYJ,1434.312,1417.332,0.615837913,0.384162087,1449.715,1401.929,13,6
11/4/2018,2018,BAL,PIT,1565.09,1602.934,0.539001029,0.460998971,1542.394,1625.631,16,23
11/4/2018,2018,SEA,LAC,1582.184,1571.358,0.607422567,0.392577433,1554.538,1599.004,17,25
11/4/2018,2018,DEN,HOU,1449.635,1486.345,0.540622727,0.459377273,1437.602,1498.379,17,19
11/4/2018,2018,NO,LAR,1649.582,1651.298,0.590079009,0.409920991,1668.691,1632.188,45,35
11/4/2018,2018,NE,GB,1662.18,1474.235,0.81093042,0.18906958,1671.364,1465.051,31,17
11/5/2018,2018,DAL,TEN,1527.712,1478.123,0.659176858,0.340823142,1490.049,1515.786,14,28
11/8/2018,2018,PIT,CAR,1625.631,1609.898,0.614136729,0.385863271,1651.43,1584.099,52,21
11/11/2018,2018,KC,ARI,1674.725,1392.244,0.880824522,0.119175478,1680.005,1386.965,26,14
11/11/2018,2018,CHI,DET,1528.848,1486.67,0.649527608,0.350472392,1545.992,1469.527,34,22
11/11/2018,2018,IND,JAX,1445.398,1467.299,0.561708973,0.438291027,1457.317,1455.38,29,26
11/11/2018,2018,TB,WSH,1453.547,1487.544,0.544499272,0.455500728,1424.397,1516.694,3,16
11/11/2018,2018,NYJ,BUF,1401.929,1373.743,0.630979177,0.369020823,1356.258,1419.414,10,41
11/11/2018,2018,CLE,ATL,1305.108,1590.484,0.219499482,0.780500518,1349.604,1545.988,28,16
11/11/2018,2018,CIN,NO,1505.787,1668.691,0.362719449,0.637280551,1480.523,1693.955,14,51
11/11/2018,2018,TEN,NE,1515.786,1671.364,0.372523536,0.627476464,1557.916,1629.234,34,10
11/11/2018,2018,OAK,LAC,1333.753,1599.004,0.239989902,0.760010098,1321.839,1610.917,6,20
11/11/2018,2018,LAR,SEA,1632.188,1554.538,0.694482297,0.305517703,1642.47,1544.257,36,31
11/11/2018,2018,GB,MIA,1465.051,1449.715,0.613594522,0.386405478,1487.386,1427.38,31,12
11/11/2018,2018,PHI,DAL,1611.204,1490.049,0.744900591,0.255099409,1577.361,1523.892,20,27
11/12/2018,2018,SF,NYG,1406.661,1349.492,0.66891129,0.33108871,1383.864,1372.289,23,27
11/15/2018,2018,SEA,GB,1544.257,1487.386,0.668529909,0.331470091,1552.965,1478.678,27,24
11/18/2018,2018,DET,CAR,1469.527,1584.099,0.429139853,0.570860147,1477.623,1576.003,20,19
11/18/2018,2018,WSH,HOU,1516.694,1498.379,0.617654188,0.382345812,1502.589,1512.484,21,23
11/18/2018,2018,IND,TEN,1457.317,1557.916,0.448946727,0.551053273,1495.038,1520.195,38,10
11/18/2018,2018,ATL,DAL,1545.988,1523.892,0.622780215,0.377219785,1528.009,1541.871,19,22
11/18/2018,2018,NYG,TB,1372.289,1424.397,0.518544172,0.481455828,1385.56,1411.126,38,35
11/18/2018,2018,JAX,PIT,1455.38,1651.43,0.319866547,0.680133453,1445.663,1661.148,16,20
11/18/2018,2018,BAL,CIN,1542.394,1480.523,0.674877158,0.325122842,1550.917,1472,24,21
11/18/2018,2018,ARI,OAK,1386.965,1321.839,0.678974221,0.321025779,1371.108,1337.696,21,23
11/18/2018,2018,LAC,DEN,1610.917,1437.602,0.797679804,0.202320196,1598.516,1450.003,22,23
11/18/2018,2018,NO,PHI,1693.955,1577.361,0.739879057,0.260120943,1711.917,1559.399,48,7
11/18/2018,2018,CHI,MIN,1545.992,1584.831,0.53757677,0.46242323,1562.368,1568.455,25,20
11/19/2018,2018,LAR,KC,1642.47,1680.005,0.539442971,0.460557029,1655.082,1667.393,54,51
11/22/2018,2018,DET,CHI,1477.623,1562.368,0.471615274,0.528384726,1458.184,1581.807,16,23
11/22/2018,2018,DAL,WSH,1541.871,1502.589,0.645723869,0.354276131,1556.735,1487.725,31,23
11/22/2018,2018,NO,ATL,1711.917,1528.009,0.807342079,0.192657921,1721.291,1518.635,31,17
11/25/2018,2018,PHI,NYG,1559.399,1385.56,0.798165118,0.201834882,1564.447,1380.512,25,22
11/25/2018,2018,TB,SF,1411.126,1383.864,0.629740806,0.370259194,1432.053,1362.937,27,9
11/25/2018,2018,BUF,JAX,1419.414,1445.663,0.555536751,0.444463249,1431.524,1433.553,24,21
11/25/2018,2018,CIN,CLE,1472,1349.604,0.746254801,0.253745199,1426.766,1394.838,20,35
11/25/2018,2018,NYJ,NE,1356.258,1629.234,0.231972868,0.768027132,1344.779,1640.713,13,27
11/25/2018,2018,CAR,SEA,1576.003,1552.965,0.624053235,0.375946765,1557.979,1570.988,27,30
11/25/2018,2018,BAL,OAK,1550.917,1337.696,0.83223724,0.16776276,1559.526,1329.087,34,17
11/25/2018,2018,LAC,ARI,1598.516,1371.108,0.843332087,0.156667913,1608.427,1361.197,45,10
11/25/2018,2018,IND,MIA,1495.038,1427.38,0.682144655,0.317855345,1503.35,1419.068,27,24
11/25/2018,2018,DEN,PIT,1450.003,1661.148,0.301266438,0.698733562,1481.13,1630.02,24,17
11/25/2018,2018,MIN,GB,1568.455,1478.678,0.709089547,0.290910453,1579.758,1467.375,24,17
11/26/2018,2018,HOU,TEN,1512.484,1520.195,0.581706844,0.418293156,1536.051,1496.628,34,17
11/29/2018,2018,DAL,NO,1556.735,1721.291,0.360523146,0.639476854,1575.305,1702.721,13,10
12/2/2018,2018,DET,LAR,1458.184,1655.082,0.318805209,0.681194791,1441.893,1671.372,16,30
12/2/2018,2018,GB,ARI,1467.375,1361.197,0.728174075,0.271825925,1445.482,1383.09,17,20
12/2/2018,2018,HOU,CLE,1536.051,1394.838,0.766213635,0.233786365,1548.163,1382.726,29,13
12/2/2018,2018,MIA,BUF,1419.068,1431.524,0.575046138,0.424953862,1432.428,1418.164,21,17
12/2/2018,2018,TB,CAR,1432.053,1557.979,0.413207678,0.586792322,1457.152,1532.88,24,17
12/2/2018,2018,JAX,IND,1433.553,1503.35,0.493097196,0.506902804,1453.324,1483.579,6,0
12/2/2018,2018,ATL,BAL,1518.635,1559.526,0.534640574,0.465359426,1492.711,1585.45,16,26
12/2/2018,2018,NYG,CHI,1380.512,1581.807,0.313333765,0.686666235,1400.808,1561.512,30,27
12/2/2018,2018,CIN,DEN,1426.766,1481.13,0.515300685,0.484699315,1398.721,1509.175,10,24
12/2/2018,2018,TEN,NYJ,1496.628,1344.779,0.777002058,0.222997942,1503.162,1338.245,26,22
12/2/2018,2018,OAK,KC,1329.087,1667.393,0.171749477,0.828250523,1322.733,1673.747,33,40
12/2/2018,2018,NE,MIN,1640.713,1579.758,0.673718178,0.326281822,1657.427,1563.044,24,10
12/2/2018,2018,SEA,SF,1570.988,1362.937,0.82804126,0.17195874,1581.183,1352.743,43,16
12/2/2018,2018,PIT,LAC,1630.02,1608.427,0.622100081,0.377899919,1612.065,1626.382,30,33
12/3/2018,2018,PHI,WSH,1564.447,1487.725,0.693347578,0.306652422,1580.422,1471.75,28,13
12/6/2018,2018,TEN,JAX,1503.162,1453.324,0.659498542,0.340501458,1523.168,1433.318,30,9
12/9/2018,2018,WSH,NYG,1471.75,1400.808,0.686227999,0.313772001,1424.662,1447.895,16,40
12/9/2018,2018,TB,NO,1457.152,1702.721,0.261258289,0.738741711,1444.075,1715.798,14,28
12/9/2018,2018,CLE,CAR,1382.726,1532.88,0.379850259,0.620149741,1407.833,1507.773,26,20
12/9/2018,2018,KC,BAL,1673.747,1585.45,0.707329028,0.292670972,1681.333,1577.864,27,24
12/9/2018,2018,BUF,NYJ,1418.164,1338.245,0.69724604,0.30275396,1394.138,1362.272,23,27
12/9/2018,2018,GB,ATL,1445.482,1492.711,0.525552942,0.474447058,1470.973,1467.22,34,20
12/9/2018,2018,HOU,IND,1548.163,1483.579,0.678294255,0.321705745,1528.179,1503.562,21,24
12/9/2018,2018,MIA,NE,1432.428,1657.427,0.284747416,0.715252584,1443.121,1646.734,34,33
12/9/2018,2018,LAC,CIN,1626.382,1398.721,0.843524742,0.156475258,1631.331,1393.772,26,21
12/9/2018,2018,SF,DEN,1352.743,1509.175,0.371373626,0.628626374,1378.269,1483.649,20,14
12/9/2018,2018,ARI,DET,1383.09,1441.893,0.508916549,0.491083451,1355.449,1469.535,3,17
12/9/2018,2018,DAL,PHI,1575.305,1580.422,0.585335361,0.414664639,1591.015,1564.712,29,23
12/9/2018,2018,OAK,PIT,1322.733,1612.065,0.215622802,0.784377198,1346.95,1587.848,24,21
12/9/2018,2018,CHI,LAR,1561.512,1671.372,0.435797021,0.564202979,1588.035,1644.849,15,6
12/10/2018,2018,SEA,MIN,1581.183,1563.044,0.617414804,0.382585196,1601.15,1543.077,21,7
12/13/2018,2018,KC,LAC,1681.333,1631.331,0.659710463,0.340289537,1671.683,1640.981,28,29
12/15/2018,2018,NYJ,HOU,1362.272,1528.179,0.358731787,0.641268213,1348.007,1542.444,22,29
12/15/2018,2018,DEN,CLE,1483.649,1407.833,0.692237835,0.307762165,1473.397,1418.086,16,17
12/16/2018,2018,NYG,TEN,1447.895,1523.168,0.485220872,0.514779128,1419.976,1551.087,0,17
12/16/2018,2018,CIN,OAK,1393.772,1346.95,0.655589127,0.344410873,1411.523,1329.199,30,16
12/16/2018,2018,CHI,GB,1588.035,1470.973,0.740397148,0.259602852,1598.006,1461.001,24,17
12/16/2018,2018,BUF,DET,1394.138,1469.535,0.485042032,0.514957968,1401.31,1462.362,14,13
